Global Sıra,İlçe,Klinik Adı,Mahalle,Adres,Telefon,Yorum Sayısı,Puan,Tip/Özellik,Eve Kuş Uçuşu (km),Ziyaret Tarihi,Temsilci,Görüşülen Hekim,Durum,Sipariş,Notlar
611,Yenimahalle,Özel Demetevler ADSP,Demetevler,357 Caddesi 6A,0312 905 06 00,52,5.0,Özel - Orta,10.2,,,,,,
612,Yenimahalle,Dentists Emine Unal,Demetevler,Vatan Cd 76/1,0312 335 83 23,6,4.5,Özel - Küçük,10.2,,,,,,
613,Yenimahalle,Dt. Baran Arslan (Maya Dent),Demetevler,İvedik Cd 123/1,0312 336 23 13,53,4.1,Özel - Küçük,10.2,,,,,,
614,Yenimahalle,Yenimahalle Acil Diş - Dent Mira (24h),Demetevler,İvedik Cd 123,0542 231 23 23,0,0,Özel - 24 Saat,10.2,,,,,,
615,Yenimahalle,Dt. Hülya Özçalık,Yeşilevler,916. Sk 1/5 D:2.Kat Sefa Apt,0552 340 60 02,40,4.6,Özel - Küçük,10.1,,,,,,
616,Yenimahalle,Diş Hekimi Hülya Özçalık,Yeşilevler,916. Sk. No:1/5 D:2.Kat,0552 340 60 02,40,4.6,Özel,10.1,,,,,,
617,Yenimahalle,Yusuf Coşan ADSP,Karşıyaka,İvedik Cd 484/4,0505 507 04 92,28,3.9,Özel - Küçük,10.4,,,,,,
618,Yenimahalle,Derya Diş Polikliniği,Karşıyaka,İvedik Cd 456,0312 336 03 04,12,3.3,Özel - Küçük,10.6,,,,,,
619,Yenimahalle,Dt. Şeyma Barut,Karşıyaka,519. Sk 49/D,0532 668 14 12,13,5.0,Özel - Küçük (YENİ MAHALLE),10.6,,,,,,
620,Yenimahalle,Özel Ligadent ADSP,Yeşilevler,Selçuklu Cd 7/A,0312 557 44 88,51,4.9,Özel - Orta (YENİ MAHALLE),10.5,,,,,,
621,Yenimahalle,Special Güventepe ADSP,Güzelyaka,Güventepe Cd 58,0312 332 07 77,207,4.6,Özel - Büyük,11.2,,,,,,
622,Yenimahalle,Diş Hekimi Emin Ali Ekici,Şentepe/Kaletepe,Ünsal Sk. No:5/A,0546 187 20 61,0,-,Özel,10.9,,,,,,
623,Yenimahalle,MonaDent ADSP,Şentepe/Kaletepe,Ünsal Sk. No:5/A,0546 187 20 61,29,5.0,Özel,10.9,,,,,,
624,Yenimahalle,Tepedent ADSP,Çiğdemtepe,Aydan Cd 167/A-B,0532 136 48 11,111,4.2,Özel - Orta,11.3,,,,,,
625,Yenimahalle,Dt. Meryem Gül,Şentepe/Çiğdemtepe,Değirmendere Cd 39/1,0532 667 14 86,43,4.1,Özel - Küçük,11.5,,,,,,
626,Yenimahalle,Özel NilTepe ADSP,Burç,Seval Cd 100A,0312 330 00 58,101,4.0,Özel - Orta,11.6,,,,,,
627,Yenimahalle,Özel NilTepe Diş ve Ağız Sağlığı Pol.,Burç,Seval Cd. 100A,0312 330 00 58,101,4.0,Özel,11.6,,,,,,
628,Yenimahalle,Special Şentepe ADSP,Burç/İvedik OSB,Burç Seval Cd 99 D:A,0312 554 13 01,254,4.4,Özel - Büyük,11.8,,,,,,
629,Yenimahalle,Veradent ADSP (Ortodonti),Burç,Kızılcahamam Cd Görsel Apt 105/A,0501 278 94 98,78,4.8,Özel - Orta,11.9,,,,,,
630,Yenimahalle,Ortodontist Dr Vahit Bilgin,Burç,Kızılcahamam Cd 105/A (Veradent içi),-,2,5.0,Özel - Uzman (Ortodonti),11.9,,,,,,
631,Yenimahalle,ESDODENT ADSP (Dt. Ebru Doğanay),Şentepe/Burç,Kızılcahamam Cd. 91/A,0312 336 37 36,77,4.9,Özel,11.9,,,,,,
632,Yenimahalle,Diş Doktoru Emin,Pamuklar,Televizyon Cd 4,-,7,5.0,Özel - Küçük,11.9,,,,,,
633,Keçiören,Etlik Dent ADSP,Etlik,Etlik Cd 191/A,0552 183 90 18,503,4.8,Özel - MEGA LEAD (Nöbetçi 24h),13.3,,,,,,
634,Keçiören,Etlik Global Ankara ADSP,Etlik,Ayvalı Cd. No:142/14,0312 504 23 23,165,4.6,Özel,13.3,,,,,,
635,Keçiören,Renyum ADSP,Aşağı Eğlence,Atadan Cd. No:57 D:C,0544 978 41 10,35,4.5,Özel,14,,,,,,
636,Keçiören,SEY-MET ADSP,Etlik,Ayvalı Cd. No:41/A,0312 325 25 00,97,4.0,Özel,13.8,,,,,,
637,Keçiören,Özel Kırkkonaklar ADSP Etlik Şb.,Aşağı Eğlence,Halil Sezai Erkut Cd No:8/B,0543 322 33 23,169,4.8,Özel,14.1,,,,,,
638,Keçiören,Diş Hekimi Zafer Ayhan,Aşağı Eğlence,Uludere Cad. 42/5,0312 326 26 62,33,3.5,Özel,14.6,,,,,,
639,Keçiören,Diş Hekimi Mehmet Türkoğlu,Aşağı Eğlence,Etlik Cd 41/3,0312 321 10 24,50,4.9,Özel,14.6,,,,,,
640,Keçiören,Diş Hekimi Ufuk Eralp,Etlik,Mestan Sk. 22/8,0312 321 91 94,12,5.0,Özel,14.7,,,,,,
641,Keçiören,Diş Hekimi Seda Şişman,Etlik,Mestan Sk. 20/4,0312 321 26 46,27,5.0,Özel,14.7,,,,,,
642,Keçiören,KUZEY DENTAL ADSP,Aşağı Eğlence,Mestan Sk. 16A,0531 681 22 91,18,3.4,Özel,14.8,,,,,,
643,Keçiören,Tan Artı Dental ADSP,Aşağı Eğlence,Mestan Sk. No:5/7,0312 325 49 00,75,4.4,Özel,14.9,,,,,,
644,Keçiören,Pınar Polat Halaç,Aşağı Eğlence,Altınoluk Sk. No:6/B,0312 999 95 54,28,4.8,Özel,15,,,,,,
645,Keçiören,Dr. Dt. Nejat Ömeroğlu Klinik,Aşağı Eğlence,Etlik Ticaret Mrk Kat:2 No:7,0312 323 24 74,7,4.4,Özel,15.1,,,,,,
646,Keçiören,Eşit Dental Art,Etlik/Emrah,Gen. Dr. Tevfik Sağlam Cd No:68/5,0530 975 57 73,37,4.8,Özel,15.1,,,,,,
647,Keçiören,Dr. Dt. Sinem Saat,Etlik/Emrah,Gen. Dr. Tevfik Sağlam Cd No:68/5-6,0850 811 5288,5,5.0,Özel,15.1,,,,,,
648,Keçiören,Dr. Zehra Senel Saygili,Aşağı Eğlence,Gen. Dr. Tevfik Sağlam Cd No:66/10,0312 325 22 62,34,4.5,Özel,15.1,,,,,,
649,Keçiören,DİŞ HEKİMİ METİN DEMİRALP,Aşağı Eğlence,Gen. Dr. Tevfik Sağlam Cd No:76,0312 321 02 78,26,4.7,Özel,15.1,,,,,,
650,Keçiören,MerkezDent Diş Polikliniği,Aşağı Eğlence,Gen. Dr. Tevfik Sağlam Cd 80/B,0312 323 23 00,19,4.2,Özel,15,,,,,,
651,Keçiören,Diş Hekimi Arzu Kaya,Esertepe,Gen. Dr. Tevfik Sağlam Cd 166/8,0312 325 16 17,42,4.7,Özel,14.6,,,,,,
652,Keçiören,Tamer Şenöz Diş Kliniği,Çiçekli,Yunus Emre Cd. 118/D,0312 359 68 88,221,4.3,Özel - HOT LEAD,15.9,,,,,,
653,Keçiören,Dt Petek Buse Uslu Kılınçer,Çiçekli,Sanatoryum Cd. no:119 (Sanatoryum Tıp Mrk),0312 358 10 10,123,5.0,Özel,16.5,,,,,,
654,Keçiören,Mutluden ADSP,Tepebaşı,Mustafa Asım Köksal Cd. No:27/A,0312 314 12 12,107,4.3,Özel,16.5,,,,,,
655,Keçiören,Special Nevin-Dent Dental Clinic,Tepebaşı,Fatih Cd. 109/4,0312 361 81 91,37,3.8,Özel,16.9,,,,,,
656,Keçiören,Özel TrueDent Ağız ve Diş,Yakacık,Fatih Cd. No:112 D:c,0540 357 72 72,174,4.0,Özel,17,,,,,,
657,Keçiören,Diş Hekimi Ali Svidan,Tepebaşı,Fatih Cd. no:123/3,0555 483 38 74,304,4.9,Özel - HOT LEAD,17,,,,,,
658,Keçiören,Diş Hekimi Recep Özçelik,Güçlükaya,Acıpayam Sk. 2/4,0530 545 38 99,22,5.0,Özel,17.3,,,,,,
659,Keçiören,Dt.Zeynep Gençarslan Diş Kliniği,Şefkat,Cumhuriyet Cd. no:6/4,0312 338 38 58,43,4.8,Özel,17.4,,,,,,
660,Keçiören,İlk Ankara ADSP By Megadentist,Kavacık Subayevleri,Şehit Oğuzhan Duyar Sk No:10A,0312 517 30 63,610,5.0,Özel - MEGA LEAD,17.4,,,,,,
661,Keçiören,Diş Hekimi Fırat Adin,Kalaba,Sarıkamış Şehitleri Sk. No:5,0850 474 1271,11,3.4,Özel,17.2,,,,,,
662,Keçiören,Diş Hekimi Tuğçe Nur Ocak,Kalaba,Sanatoryum Cd. No:26/5,0312 314 77 77,47,5.0,Özel,16.7,,,,,,
663,Keçiören,Dt. Ömer Faruk Arcagök Diş Kliniği,Basınevleri,Selçuklu Cd. No:19/A,0505 525 13 33,20,5.0,Özel (Nöbetçi 24h),16.4,,,,,,
664,Keçiören,Maky Dent,Kavacık Subayevleri,Köknar Sk. No:34 B D:C,0552 706 06 66,35,4.7,Özel,17.2,,,,,,
665,Keçiören,Göksel Dent Diş Kliniği,Kavacık Subayevleri,Fahrettin Altay Cd. 20/A,0543 339 88 44,18,4.8,Özel,17.3,,,,,,
666,Altındağ,Çocuk Diş Hekimi Uzm. Dr. Merve Mutluay (Altınpark),Aydınlıkevler,Şht. Ömer Halisdemir Blv No:114 D:B,0312 317 93 53,103,4.9,Özel - UZMAN (Pedodonti),17.6,,,,,,
667,Altındağ,ÖZEL ALTINPARK ADSP,Aydınlıkevler,Şht. Ömer Halisdemir Blv No:114 D:B,0312 317 93 53,190,5.0,Özel - HOT LEAD,17.6,,,,,,
668,Altındağ,Rukiye Atak (Dent Aydınlıkevler),Aydınlıkevler,Çağdaş Sk. No:1,0549 316 00 36,114,4.6,Özel,17.4,,,,,,
669,Altındağ,Dr. Rahime Erden,Aydınlıkevler,Çevreli Cd. Kagir Apt. No:19 D:3,0312 317 91 94,7,5.0,Özel,18,,,,,,
670,Altındağ,Dentist Ersungül Er,Aydınlıkevler,Çevreli Cd. 50/2,0312 806 68 66,73,4.9,Özel,18.1,,,,,,
671,Altındağ,YASEMİN ASLIM Diş Hekimi,Aydınlıkevler,Aydınlıkevler Mah. (Serdar Apt),0312 517 00 26,10,3.8,Özel,18.2,,,,,,
672,Altındağ,N-DENT ADSP,Aydınlıkevler,Çevreli Cd. No:87/A,0552 815 96 00,116,4.5,Özel,18.6,,,,,,
673,Altındağ,BAHAR TEZEL ALIMCI Diş Kliniği,Aydınlıkevler,Midye Sk. 3-C (Türk-İş Son Durak),0537 777 19 89,33,4.9,Özel,18.8,,,,,,
674,Altındağ,Diş Hekimi Orhan Coşkun Kliniği,Güneşevler,116. Sk. No:1,0312 338 70 41,96,4.0,Özel,18.8,,,,,,
675,Altındağ,Mısıroğlu ADSP (Aydın Mısıroğlu),Güneşevler,125/3. Sk. No:2,0531 995 75 57,232,4.6,Özel - HOT LEAD,18.9,,,,,,
676,Altındağ,Çağdent ADSP,Güneşevler,Celal Esat Arseven Cd. No:126 E,0537 307 70 73,90,5.0,Özel,19.3,,,,,,
677,Altındağ,ÖZEL DENTAL DESTEK ADSP,Güneşevler,Mehmet Akif Ersoy Cd. 10/D,0850 474 0333,16,4.3,Özel,19.3,,,,,,
678,Altındağ,Aydınlıkevler Oral & Maxillofacial Clinic,Hasköy/Yıldıztepe,166. Cd. No:1,0312 339 70 01,252,4.3,Özel - HOT LEAD (Çene Cer.),19.6,,,,,,
679,Altındağ,Dt.Yasir Türk | Hüseyingazi Özel Diş Pol.,Yıldıztepe,162. Cd. no:1/a,0549 316 00 36,15,4.7,Özel,20,,,,,,
680,Altındağ,Özel Güneşevler ADSP (Anılalp),Güneşevler,Mehmet Akif Ersoy Cd No:34/C,0546 909 77 87,69,4.1,Özel,20.1,,,,,,
681,Altındağ,Diş Hekimi Furkan Gürbüz,Güneşevler,Mehmet Akif Ersoy Cd 25/A,0552 892 91 97,33,5.0,Özel,20.2,,,,,,
682,Altındağ,Merdent ADSP,Güneşevler,Celal Esat Arseven Cd. No:19/A,0312 317 20 37,82,4.0,Özel,19.7,,,,,,
683,Keçiören,Keçiören Dt. Yunus Emre Bayrakdar (Periodontoloji),Hasköy,Üçpınar Cd. 2/1-2,0540 062 72 82,16,5.0,Özel - UZMAN (Periodontoloji),18.4,,,,,,
684,Keçiören,DentaCenter Keçiören,Güçlükaya,Kızlarpınarı Cd. No:35 D:1,0444 39 21,668,4.7,Özel - MEGA LEAD,17.9,,,,,,
685,Keçiören,Avodent ADSP,Bağlarbaşı,Kızlarpınarı Cd. 128/B,0312 382 09 09,86,4.7,Özel,17.9,,,,,,
686,Keçiören,Diş Hekimi Remziye Gül,Şenlik,Kızlarpınarı Cd. 153/3,0312 357 67 47,1,5.0,Özel,17.9,,,,,,
687,Keçiören,Dt. Elmira Ayhan,Şenlik,Düz Sk. No:55,0541 796 76 82,3,5.0,Özel,17.6,,,,,,
688,Keçiören,DENTACENTER DUTLUK,Şenlik/Dutluk,Köklü Sk. No:46 D:1b,0444 39 21,178,5.0,Özel - HOT LEAD,17.6,,,,,,
689,Keçiören,Dt. T. Burak Cerit (Çocuk-Yetişkin),Pınarbaşı,Nuri Pamir Cd. No:53 D:2,0546 204 53 02,126,4.8,Özel,17.7,,,,,,
690,Keçiören,Gürsu Samancı Diş Kliniği,Pınarbaşı,Beşiktaş Sk. No:7,0312 355 77 66,41,4.6,Özel,17.6,,,,,,
691,Keçiören,Special Keçiören Oral & Maxillofacial Clinic,Köşk,Özyurt Cd. 1/B,0312 381 20 02,194,4.5,Özel - HOT LEAD (Çene Cer.),18,,,,,,
692,Keçiören,Tunca ADSP,Köşk,Özyurt Cd. No:1,,2,5.0,Özel,18,,,,,,
693,Keçiören,Diş Hekimi Tamer Arab,Uyanış,Itri Cd. 21/A,0551 065 26 97,86,5.0,Özel,17.9,,,,,,
694,Keçiören,Kuğu Dental ADSP,Bademlik,1166. Sk. No:1/1,0534 394 13 04,4,5.0,Özel,18.1,,,,,,
695,Keçiören,Diş Ankara ADSP,23 Nisan,Anavatan Cd. No:78F,0555 405 03 06,76,4.4,Özel (Nöbetçi geç saat),18.3,,,,,,
696,Keçiören,Keçiören Gece Diş,23 Nisan,Anavatan Cd. 78/D,0555 405 03 06,9,4.8,Özel (Nöbetçi gece),18.4,,,,,,
697,Keçiören,Akbay ADSP,Pınarbaşı,Aşıkpaşa Cd. No:57/A,0312 357 57 27,17,4.3,Özel,17.1,,,,,,
698,Keçiören,Diş Hekimi A. Kerim Bayındır,Pınarbaşı,Nuri Pamir Cd. No:9 D:4,0312 357 57 27,0,-,Özel,17.2,,,,,,
699,Keçiören,Dentavend ADSP Keçiören Şb.,Pınarbaşı,Anız Sk. 2/1 (Nuri Pamir Cd),0533 931 97 27,12,5.0,Özel,17.1,,,,,,
700,Keçiören,Kırkkonaklar ADSP Keçiören (Şenlik),Şenlik,Fatih Cd. No:192/B D:C,0312 381 00 08,31,3.1,Özel,17,,,,,,
701,Keçiören,Diş Hekimi Fazilet Kılık,Pınarbaşı,Sanatoryum Cd. 194/A,0312 356 58 42,42,4.6,Özel,16.5,,,,,,
702,Keçiören,Diş Hekimi Seval Alagöz 7/24 (implant),Atapark,Atapark Cd. 64/A,0553 892 90 19,648,4.8,Özel - MEGA LEAD (Nöbetçi 7/24),15.4,,,,,,
703,Keçiören,Özel Ovacık ADSP,Esertepe,Çambaşı Cd. No:65,0506 304 34 12,209,4.4,Özel - HOT LEAD,14.9,,,,,,
704,Keçiören,DentaMerkez Keçiören ADSP,Yayla,1540. Sk. No:8/A,0312 557 99 09,41,5.0,Özel,14.4,,,,,,
705,Keçiören,Diş Hekimi Hilal Baş,Yayla,Yozgat Bul. 1488.Sk No:4/A-3 Bellis Kule,0552 930 04 13,41,5.0,Özel,13.9,,,,,,
706,Keçiören,DENT OVA ADSP,Ovacık,550. Cad No:2/BC,0505 654 46 37,231,4.9,Özel - HOT LEAD,14,,,,,,
707,Keçiören,Özel Rina Dent ADSP,Ovacık,548. Cad No:19,0533 044 89 99,132,4.9,Özel,14.2,,,,,,
708,Keçiören,Dentsava ADSP,Ovacık,695. Sk no:13 CC,0532 742 27 14,226,5.0,Özel - HOT LEAD,13.9,,,,,,
709,Keçiören,Yükseltepe ADSP,Yükseltepe,1928. Sk. 1/7,0501 357 54 52,77,4.6,Özel,12,,,,,,
710,Yenimahalle,Yakacık ADSP,Yakacık,3585. Cd 8/b,0546 402 06 40,13,5.0,Özel - Küçük,10.9,,,,,,
711,Keçiören,Bağlum Uzmanlar ADSP,Karakaya/Bağlum,Bağlum Blv No:69,0552 329 16 15,240,4.8,Özel - HOT LEAD,16.6,,,,,,
712,Keçiören,Babagiray Diş Kliniği,Karakaya/Bağlum,Süleymaniye Sk. no:2/1,0312 329 27 29,31,4.5,Özel,17,,,,,,
713,Keçiören,BAĞLUM ADSP,Karşıyaka/Bağlum,Hatipoğlu Cd. No:5,0555 888 33 68,522,4.9,Özel - MEGA LEAD,17.1,,,,,,
714,Keçiören,Diş Hekimi İbrahim Kara,Karakaya/Bağlum,Bağlum Blv No:69,0505 147 99 22,38,5.0,Özel,17.2,,,,,,
715,Keçiören,Kırkkonaklar ADSP Keçiören Ufuktepe Şb.,Kanuni/Ufuktepe,856. Sk. No:1 D:A,0552 726 65 62,28,4.5,Özel,17.3,,,,,,
716,Keçiören,Özel Cadde ADSP,Kanuni,Osmangazi Cd 92/B,0554 939 99 71,49,4.5,Özel,17.1,,,,,,
717,Keçiören,Ufuktepe Dental Clinic,Osmangazi/Ufuktepe,Bölük Cd.,0553 269 19 54,189,4.5,Özel - HOT LEAD,16.8,,,,,,
718,Pursaklar,Dt. Özgün Eylem Karadağ,Merkez,"Efes, 126. Sk. No:1/A",,2,3.0,Özel,20.1,,,,,,
719,Pursaklar,Tıp Dent ADSP,Yunus Emre,Yunus Emre Cd. No:85/B,0541 332 99 49,156,4.9,Özel - HOT LEAD,20.4,,,,,,
720,Pursaklar,Lotus ADSP,Merkez,Dede Korkut Sk. No:1 D:A,0312 511 04 25,10,5.0,Özel,20.6,,,,,,
721,Pursaklar,Dt. Fidan Kuşçizade,Merkez,Şehit Salim Akgül Cd Akyakudiye Sit. No:1E,0850 433 3889,0,-,Özel,20.6,,,,,,
722,Pursaklar,PURSAKLAR Eylül Dent ADSP,Merkez,Şehit Salim Akgün Cd Akyakudiye Sit. No:1E,0545 517 81 19,39,5.0,Özel (Nöbetçi gece),20.6,,,,,,
723,Pursaklar,Dentangora Pursaklar Şubesi ADSP,Fatih,Yunus Emre Cd. No:25 D:B,0312 527 13 33,218,4.6,Özel - HOT LEAD,21.1,,,,,,
724,Pursaklar,Pursaklar Dt. Murat Can Sadi Billorer,Merkez,Mimar Sinan Cd. 17/B,0545 960 81 06,80,5.0,Özel,21,,,,,,
725,Pursaklar,PROTOKOL ADSP,Fatih,Belediye Cd. No:26,0507 554 44 42,72,4.5,Özel,21.3,,,,,,
726,Pursaklar,Pursaklar Oral & Maxillofacial Clinic,Fatih,Belediye Cd. 53/A,0312 527 37 70,146,4.2,Özel (Çene Cerrahisi),21.3,,,,,,
727,Pursaklar,Özel Dent İmza ADSP,Fatih,Yavuz Blv. 21/K,0552 157 66 44,80,4.8,Özel,21.6,,,,,,
728,Pursaklar,Diş Hekimi Burcu Öztürk,Fatih,Yavuz Blv. No:13,0312 328 98 88,32,4.8,Özel,21.8,,,,,,
729,Pursaklar,Diş hekimi Merve Gökkuş,Fatih,Belediye Cd. No:60,,5,5.0,Özel,21.5,,,,,,
730,Pursaklar,PURSAKLAR ÇİFTOĞLU ADSP,Fatih,Belediye Cd. No:62 D:C,0543 519 81 19,54,4.5,Özel (Nöbetçi gece),21.5,,,,,,
731,Pursaklar,Diş Hekimi Yahya Durmaz,Mimar Sinan,Çağatay Cd No:6/A,0540 544 04 51,62,4.9,Özel,21,,,,,,
732,Pursaklar,Özel Meydandent ADSP,Mimar Sinan,Çağatay Cd No:41-B,0312 511 75 15,152,4.5,Özel - HOT LEAD,20.9,,,,,,
733,Pursaklar,Dt. Seda Baydar,Mimar Sinan,"Çağatay Cd 41/B (Meydan Plaza, Dev.Hast.yanı)",0850 333 8344,1,5.0,Özel,21.1,,,,,,
734,Pursaklar,Dent Tasarım ADSP,Merkez,Çağatay Cad Işık Sitesi No:120/B,0533 739 89 06,50,4.8,Özel,20.2,,,,,,
735,Pursaklar,ÖZEL BARİDENT ADSP,Saray Fatih,Ertuğrul Gazi Sk. Meydan AVM No:27/O,0312 433 88 38,79,5.0,Özel,22.9,,,,,,
736,Pursaklar,Diş Hekimi Merve Arslan,Saray Fatih,Fatih Sultan Mehmet Cd. 23/A,0542 519 81 20,37,4.8,Özel,24,,,,,,
737,Pursaklar,Özel Asdent Saray ADSP,Saray Cumhuriyet,Şht. Ahmet Edem Cd.,0850 303 3436,23,5.0,Özel,24.4,,,,,,
738,Pursaklar,Özel Ankas ADSP,Saray Cumhuriyet,Belediye Cd. 17/G,0542 102 65 27,161,4.7,Özel - HOT LEAD,24.5,,,,,,
739,Pursaklar,Saray ADSP,Saray Cumhuriyet,Belediye Cd. 24/A,0312 399 39 39,192,4.5,Özel - HOT LEAD,24.5,,,,,,
740,Altındağ,Özel Altındağ ADSP,Feridun Çelik,1048. Cd. 187/D,0533 428 95 91,53,5.0,Özel (Nöbetçi gece),23.1,,,,,,
741,Altındağ,Oral & Dental Health Clinic (ÖZCESU),Battalgazi,Orhan Kemal Cd. No:156,0312 350 13 47,213,4.0,Özel - HOT LEAD,24,,,,,,
742,Altındağ,Beyazdent Karapürçek ADSP,Battalgazi,Bostancık Cd. Hatıra Apt D:155/C,0516 165 66 65,15,5.0,Özel,24,,,,,,
743,Mamak,Özel Dt. Fehmi Bora Şariç Muayenehanesi,Başak,Özalp Cd. No:11/A-B (1673. Cd),0542 233 10 99,376,4.9,Özel - HOT LEAD (Nöbetçi 24h),24.7,,,,,,
744,Altındağ,Dt. Bilge Emre,Karapürçek,Şht. Savaş Batu Cd No:36/A,0552 702 62 30,294,4.9,Özel - HOT LEAD,25.8,,,,,,
745,Altındağ,Özel Öz&Gün Dent ADSP,Karapürçek,397. Cd. No:19,0533 285 60 76,56,4.8,Özel,26,,,,,,
746,Mamak,Mamak Karaağaç ADSP,Karaağaç,Gazneli Mahmut Cd. No:16/A,0531 234 04 91,84,4.6,Özel,22.2,,,,,,
747,Mamak,Diş Hekimi Muâllâ Müftüoğlu Çelik,Bahçeleriçi,Mamak Cd. 186/4,0312 369 17 95,5,4.2,Özel,21.9,,,,,,
748,Mamak,Mutludent ADSP,Çağlayan,Tıp Fakültesi Cd. 254/a,0312 390 54 80,181,4.3,Özel - HOT LEAD,21.6,,,,,,
749,Mamak,Dentacenter Mamak Çarşı,Harman,94. Sk. No:2 D:A (Mamak Çarşı içi),0444 39 21,311,4.9,Özel - HOT LEAD,21.4,,,,,,
750,Mamak,Dr. Haydar Sinan Çelik,Tuzluçayır,Süleyman Ayten Cd. No:53,0312 365 20 23,18,3.4,Özel,21.2,,,,,,
751,Mamak,Diş Hekimi Cihan Balkız,Tuzluçayır,Natoyolu Cd. No:11,0531 610 30 10,84,4.4,Özel,21.3,,,,,,
752,Mamak,Özel Elit ADSP,Kartaltepe,Kartaltepe Mah.,0312 365 83 65,99,4.1,Özel,20.9,,,,,,
753,Mamak,ICONDENT ADSP,Aşık Veysel,Tıp Fakültesi Cd. 98/D,0501 364 82 00,294,4.9,Özel - HOT LEAD,20.6,,,,,,
754,Mamak,Dt. Seçil Sönmez,Peyami Safa,Mehmet Ali Altın Cd 85/D,0850 474 0352,27,4.7,Özel,20.5,,,,,,
755,Mamak,Ankara Diş Hekimi Merve Başak Özden,Mutlu,İmam Alim Sultan Cd. NO:95 D:E,0850 474 4280,6,3.0,Özel,21.2,,,,,,
756,Mamak,Özel Mamak Diş Kliniği,Akdere,"Kutlu, Mutlu Cd. (Kuşcular Apt)",0531 514 88 18,51,5.0,Özel (Nöbetçi gece),21.7,,,,,,
757,Mamak,Odak ADSP Akdere Diş Pol.,Akdere,"Kutlu, Mutlu Cd. No:2/A",0312 390 37 38,649,4.8,Özel - MEGA LEAD (Nöbetçi),21.8,,,,,,
758,Mamak,Dt. Ayşegül Topaloğlu,Gn. Zeki Doğan,Natoyolu Cd. No:112A,0850 811 5568,9,4.9,Özel,22.3,,,,,,
759,Mamak,Duygu Dent ADSP,Fahri Korutürk,Natoyolu Cd. No:151/B,0542 360 20 50,430,4.9,Özel - HOT LEAD,22.9,,,,,,
760,Mamak,Ece Dent ADSP,Cengizhan,Natoyolu Cd. No:175/A,0530 575 53 23,153,4.9,Özel - HOT LEAD,23,,,,,,
761,Mamak,Mamak Diş Kliniği ADSP,Ege,Natoyolu Cd. 144/D,0530 544 50 90,5,5.0,Özel,23.2,,,,,,
762,Mamak,İyiDent & Dentwell Diş Kliniği,Ege,Natoyolu Cd. No:144,0312 911 76 60,276,4.8,Özel - HOT LEAD,23.2,,,,,,
763,Mamak,Dentista ADSP,Ege,Natoyolu Cd. No:240/C,0312 390 35 35,100,4.3,Özel,23.4,,,,,,
764,Mamak,Dt. Cihan Özgen,Ege,804. Cd. No:4/2,0540 900 08 08,26,4.7,Özel,23.6,,,,,,
765,Mamak,Natodent ADSP,Cengizhan,846. Cd. No:229,0312 390 92 92,78,4.4,Özel,23.7,,,,,,
766,Mamak,Dentacenter Natoyolu,Cengizhan,Sultan Fatih Cd. 18DH,0444 39 21,527,4.9,Özel - MEGA LEAD,24.2,,,,,,
767,Mamak,Antrasit ADSP,Akşemsettin,Doğukent Bulvarı,0530 407 06 71,53,4.9,Özel,24.8,,,,,,
768,Mamak,Anafartalar Doğukent ADSP,Akşemsettin,Doğukent Cd. A-B Blok No:131h,0543 349 61 35,178,5.0,Özel - HOT LEAD,24.9,,,,,,
769,Mamak,BULUT DENT ADSP,Durali Alıç,928. Cd No:10/A-B,0544 234 82 58,265,4.9,Özel - HOT LEAD,23.8,,,,,,
770,Mamak,Dent Boğaziçi,Boğaziçi,Neşet Ertaş Cd. 901. Sk. No:25 D:B,0312 392 20 23,79,4.5,Özel,23.7,,,,,,
771,Mamak,Dentacenter Mamak Boğaziçi,Boğaziçi,Neşet Ertaş Cd No:9 D:22,0444 39 21,138,5.0,Özel,23.8,,,,,,
772,Mamak,Misket ADSP,Şahintepe,Gamze Özdemir Cd. 20/A,0312 543 30 36,699,4.9,Özel - MEGA LEAD,22.4,,,,,,
773,Mamak,Özgür Diş Kliniği,Gn. Zeki Doğan,Natoyolu Cd. No:42,0312 365 44 06,65,4.3,Özel,21.7,,,,,,
774,Mamak,Özel Odak ADSP,Şafaktepe,Mamak Cd. 87/1,0536 852 96 71,301,3.9,Özel - HOT LEAD,20.1,,,,,,
775,Mamak,MİLADENT ADSP,Abidinpaşa,Tıp Fakültesi Cd. No:22/A,0541 325 10 00,100,4.9,Özel,19.5,,,,,,
776,Mamak,DENTACENTER DİKİMEVİ,Demirlibahçe,Mamak Cd. No:3 D:1 (1.kat),0444 39 21,69,5.0,Özel,18.9,,,,,,
777,Çankaya-C Merkez,Dentists Ersan Arıkan,,"Cebeci, Evren Sk. No:38 D:6",0312 320 20 97,50,4.8,,18.8,,,,,,
778,Çankaya-C Merkez,Dt. Bünyamin Turhan,,"Cebeci, Cemal Gürsel Cad. No:109 D:1",0505 236 72 63,1,5.0,,18.8,,,,,,
779,Çankaya-C Merkez,Cebeci Diş Kliniği Dt Semiha Tad (24h),,"Cebeci, Cemal Gürsel Cad. No:109 D:1",0537 654 48 44,180,4.4,HOT LEAD (24/7),18.8,,,,,,
780,Çankaya-C Merkez,Özel Sürücü ADSP,,"Cebeci, Cemal Gürsel Cad. No:96/B",0312 319 35 28,67,4.5,,18.8,,,,,,
